asak,https://kbbi.kata.web.id/asak/,,penuh; padat sesak
asal-asalan,https://kbbi.kata.web.id/asal-asalan/,asal.an,sebarang; seenaknya
asali,https://kbbi.kata.web.id/asali/,asa.li,(1) bersifat asal; (2) berasal; berbangsa
asam,https://kbbi.kata.web.id/asam/,,masam seperti rasa cuka (buah mangga muda dan sebagainya) : asam benar limau ini; (4) akiasan tidak cerah; cemberut; masam: mukanya asam saja sejak pagi; (5) nomina (kata benda) buah asam
aseptik,https://kbbi.kata.web.id/aseptik/,asep.tik,bebas dari infeksi
asimetris,https://kbbi.kata.web.id/asimetris/,asi.met.ris,tidak setangkup; tidak simetris
asimilatif,https://kbbi.kata.web.id/asimilatif/,asi.mi.la.tif,berhubungan dengan asimilasi
asin,https://kbbi.kata.web.id/asin/,,berasa garam; masin
asiri,https://kbbi.kata.web.id/asiri/,asi.ri,mudah menguap pada temperatur yang relatif rendah
askriptif,https://kbbi.kata.web.id/askriptif/,as.krip.tif,berhubungan (dengan); ditandai (oleh sesuatu)
asmaradanta,https://kbbi.kata.web.id/asmaradanta/,as.ma.ra.dan.ta,"putih berkilat (gigi, gading): bibirnya merah tua dan giginya asmaradanta"
asoi,https://kbbi.kata.web.id/asoi/,,enak; nikmat
asosiatif,https://kbbi.kata.web.id/asosiatif/,aso.si.a.tif,"bersifat asosiasi: bagi mereka, hubungan antara peristiwa-peristiwa yang terjadi itu hanya (bersifat) asosiatif"
aspiratif,https://kbbi.kata.web.id/aspiratif/,as.pi.ra.tif,bersifat aspirasi
asri,https://kbbi.kata.web.id/asri/,as.ri,indah dan sedap dipandang mata: pertamanan itu menambah asri nya kota
astasia,https://kbbi.kata.web.id/astasia/,as.ta.sia,mengenai ketidakmampuan untuk berdiri karena gangguan koordinasi gerakan tubuh
